РПД,Полный индекс дисциплины,Дисциплина,Направленность,Квалификация,Форма обучения,Год набора,Семестр,Реализуется после,Competence_TFIDF,Training_Outcomes_TFIDF,Topics_TFIDF
РПД_000107059.docx,Б1.В.09.03 «Глобальные проблемы современности»,«Глобальные проблемы современности»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,"1, 2",[],0.49100695262316313,0.4843809757263007,0.4466077868644585
РПД_000092599.docx,Б1.О.13 «Теория управления»,«Теория управления»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,3,['Экономическая теория'],0.5731176396877946,0.6091438561003467,0.5202234172971738
РПД_000092932.docx,Б1.О.26 «Конституционное право»,«Конституционное право»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,3,['Теория государства и права'],0.34480143397359914,0.46995682724896065,0.6286410891597729
РПД_000082332.docx,Б1.О.24 «Административное право»,«Административное право»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,4,[],0.34480143397359914,0.5077555794061224,0.6898748254576048
РПД_000077072.docx,Б1.В.20.ДВ.02.0 «Организация инвестиционной деятельности»,«Организация инвестиционной деятельности»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,7,[],0.33066143158323547,0.34740271527090505,0.5061149323567825
РПД_000076305.docx,Б1.В.ДВ.04.02 «Государственная антикризисная политика»,«Государственная антикризисная политика»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,7,[],0.35127634890018317,0.33728900307247844,0.590462743237784
РПД_000076149.docx,Б1.О.12 «Введение в профессиональную деятельность»,«Введение в профессиональную деятельность»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,1,[],0.4864216514013398,0.4685223339187518,0.6789830519206884
РПД_000089546.docx,К.М.01.03 «Элективные дисциплины (модули) по физической культуре и спорту»,«Элективные дисциплины (модули) по физической культуре и спорту»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,"3, 4, 2, 5, 6, 1",[],0.17727091949322996,0.6008587148458018,0.409233029311746
РПД_000076252.docx,Б1.О.15 «Прогнозирование и планирование»,«Прогнозирование и планирование»,«Цифровое государство»,бакалавр,очная,2023,4,['Теория управления'],0.5553145903076401,0.6468343469009542,0.5089321569855799
РПД_000076499.docx,ФТД.ДВ.02.01 «Самоменеджмент»,«Самоменеджмент»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,1,[],0.5377657512166563,0.41219926212942515,0.544873995643494
РПД_000080896.docx,Б1.В.10.02 «Гражданское право»,«Гражданское право»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,7,[],0.6264052220168995,0.5715432426790743,0.6557571612038097
РПД_000076326.docx,Б1.О.21 «Документационное обеспечение и делопроизводство в государственном и муниципальном управлении»,«Документационное обеспечение и делопроизводство в государственном и муниципальном управлении»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,3,[],0.3937896442994829,0.49391553729960735,0.692979337481892
РПД_000106256.docx,Б1.В.ДВ.01.02 «Корпоративная культура государственной службы»,«Корпоративная культура государственной службы»,«Государственная и муниципальная служба»,бакалавр,очная,2023,8,[],0.3504335594425272,0.4928358147182739,0.3676716181821057
РПД_000087111.docx, «Линейная алгебра»,«Линейная алгебра»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,,[],0.4092341214012452,0.6284731018429536,0.4567218013549571
РПД_000088163.docx,Б1.В.21.ДВ.06.0 «Документационное обеспечение управления персоналом государственной и муниципальной службы»,«Документационное обеспечение управления персоналом государственной и муниципальной службы»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,5,[],0.49303916897397226,0.6806043015185455,0.5441848936085865
РПД_000092851.docx,ФТД.ДВ.01.02 «Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Эффективное государственное управление»,бакалавр,очная,2023,1,[],0.3885441746965695,0.4210264161944591,0.48515202270317437
РПД_000084418.docx,Б1.В.ДВ.04.02 «Основы государственно-религиозных отношений»,«Основы государственно-религиозных отношений»,«Государственная и муниципальная служба»,бакалавр,очная,2022,2,[],0.36102353342235555,0.35226033413915,0.6898675858949607
РПД_000106598.docx,Б1.О.27 «Основы национальной безопасности»,«Основы национальной безопасности»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,5,[],0.36243275555524945,0.4786034267164769,0.35703889862447674
РПД_000109837.docx,Б1.В.02 «Теория организации»,«Теория организации»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,4,[],0.3936366739940085,0.4586479993528025,0.5270399313160078
РПД_000109156.docx,Б1.В.22.ДВ.02.0 «Политическое лидерство»,«Политическое лидерство»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,5,"['Теория межличностных коммуникаций', 'Культура России']",0.6015212980940728,0.45894152605270505,0.3288282522509835
РПД_000076885.docx,К.М.01.01 «Безопасность жизнедеятельности»,«Безопасность жизнедеятельности»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,1,[],0.35127634890018317,0.5524206760319784,0.5301071332720771
РПД_000093578.docx,Б1.В.17.ДВ.04.0 «Оценка эффективности государственных и муниципальных проектов и программ»,«Оценка эффективности государственных и муниципальных проектов и программ»,«Эффективное государственное управление»,бакалавр,очная,2023,8,[],0.34967061067539235,0.43727986638599653,0.46009694512710225
РПД_000076209.docx,Б1.О.17 «Государственная гражданская и муниципальная служба в Российской Федерации»,«Государственная гражданская и муниципальная служба в Российской Федерации»,«Цифровое государство»,бакалавр,очная,2022,3,['Введение в профессиональную деятельность'],0.3937896442994829,0.5398824623102861,0.533260400143704
РПД_000095582.docx,Б1.В.01 «Экономическая теория (макроэкономика)»,«Экономическая теория (макроэкономика)»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,3,[],0.48855882124320316,0.6244502995684011,0.5159191918282312
РПД_000084020.docx,Б1.О.11 «Финансовое планирование и бюджетирование в организации»,«Финансовое планирование и бюджетирование в организации»,«Государственная и муниципальная служба»,бакалавр,очная,2022,5,[],0.5663542438285235,0.5695147664686808,0.5747861376790214
РПД_000076913.docx,Б1.О.14 «Система государственного и муниципального управления»,«Система государственного и муниципального управления»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,"3, 2",[],0.40064159377142833,0.5314565088509555,0.6276970074358833
РПД_000082334.docx,Б1.О.23 «Муниципальное право»,«Муниципальное право»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,4,[],0.37857577713634954,0.3188451752719148,0.4330555445937632
РПД_000082488.docx,Б1.В.07.ДВ.02.0 «Правозащитная и правоохранительная деятельность»,«Правозащитная и правоохранительная деятельность»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,6,[],0.4113329011447081,0.5022263002663875,0.6157494230654464
РПД_000076461.docx,Б1.В.ДВ.05.01 «Оценка эффективности органов власти и служащих»,«Оценка эффективности органов власти и служащих»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,6,[],0.3936366739940085,0.3204076659049479,0.3746784754237286
РПД_000085818.docx,Б1.О.18 «Управление человеческими ресурсами»,«Управление человеческими ресурсами»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,8,[],0.5199250637970856,0.5567815171071182,0.4923629209393747
РПД_000077037.docx,Б1.В.17.ДВ.02.0 «Государственно-частное партнерство»,«Государственно-частное партнерство»,«Эффективное государственное управление»,бакалавр,очная,2022,7,[],0.33066143158323547,0.34740271527090505,0.4742014933933666
РПД_000076403.docx,Б1.О.01.01 «История России»,«История России»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,1,[],0.5078004809560508,0.6008203997518833,0.8462137139988003
РПД_000071477.docx,К.М.10.ДВ.01.01 «Маркетинг территорий»,«Маркетинг территорий»,«Государственное управление устойчивым развитием»,бакалавр,очная,2021,6,[],0.3666736317774585,0.6927387327206123,0.552344115499545
РПД_000095320.docx,Б1.В.13 «Экономическая оценка инвестиций»,«Экономическая оценка инвестиций»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,7,['Рынок ценных бумаг'],0.5107108614947791,0.6045183099467338,0.6140929204738839
РПД_000077296.docx,К.М.09.ДВ.02.01 «Управление изменениями»,«Управление изменениями»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,6,[],0.44368401513239697,0.5021822913194491,0.3346438427442835
РПД_000083471.docx,Б1.В.ДВ.01.02 «Электронная коммерция и цифровые рынки»,«Электронная коммерция и цифровые рынки»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,8,[],0.4098289752193164,0.6169097636416966,0.25422710189701997
РПД_000091681.docx,Б1.В.16.ДВ.01.0 «Государственные и муниципальные закупки»,«Государственные и муниципальные закупки»,«Эффективное государственное управление»,бакалавр,очная,2023,6,[],0.33335347296430085,0.4389562649331943,0.634137910813112
РПД_000076734.docx,ФТД.ДВ.02.01 «Самоменеджмент»,«Самоменеджмент»,«Цифровое государство»,бакалавр,очная,2022,1,[],0.5962170854515898,0.6690809966871003,0.5463753692774163
РПД_000108476.docx,ФТД.06 «Французский язык: подготовка к международному экзамену DELF»,«Французский язык: подготовка к международному экзамену DELF»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,5,[],0.3446657611217678,0.6295363742540064,0.5276495216765965
РПД_000110377.docx,Б1.В.07.03 «Гибкое и гибридное управление проектами»,«Гибкое и гибридное управление проектами»,«Управление государственными проектами и программами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,8,[],0.4308218379247248,0.4303977337643496,0.4385526132839112
РПД_000108479.docx,Б1.О.27 «Основы национальной безопасности»,«Основы национальной безопасности»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,5,[],0.36243275555524945,0.4786034267164769,0.35703889862447674
РПД_000108383.docx,Б1.В.ДВ.08.02 «Экологическая политика»,«Экологическая политика»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,4,[],0.4488735226995399,0.3799070719430514,0.6676995702466179
РПД_000099019.docx,Б1.О.06 «Социология»,«Социология»,«Управление государственными проектами и программами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,3,"['Высшая математика', 'Информационные технологии в управлении']",0.5652501166553329,0.5564342178134053,0.5335812833506484
РПД_000095170.docx,Б1.В.17.01 «Теория организации»,«Теория организации»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,4,[],0.5139079598797472,0.6637745904848076,0.5270399313160078
РПД_000088160.docx,Б1.В.18 «Экономика инноваций (Costs and Decisions)»,«Экономика инноваций (Costs and Decisions)»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,5,"['Микроэкономика', 'Макроэкономика', 'Прогнозирование и планирование', 'Цифровое государство и современные организации: основы управления']",0.3246618051643216,0.6179228735528224,0.5195223531157499
РПД_000094264.docx,Б1.В.ДВ.01.02 «Рынок ценных бумаг»,«Рынок ценных бумаг»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,6,"['Финансы', 'Бухгалтерский учет и аудит', 'Экономика фирмы', 'Отраслевая экономика', 'Налоги и налогообложение', 'Экономика труда']",0.6134498310339157,0.7080386803863535,0.33353136475141487
РПД_000096773.docx,Б1.В.ДВ.13.02 «Цифровое общество и управление цифровой репутацией»,«Цифровое общество и управление цифровой репутацией»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,1,[],0.5062974654295017,0.6842930431616079,0.871895461105728
РПД_000083649.docx,Б1.В.17 «Трудовое право»,«Трудовое право»,«Государственная и муниципальная служба»,бакалавр,очная,2022,6,[],0.5291687236124469,0.3166092100837835,0.591943318218681
РПД_000086089.docx,Б1.О.01.03 «История государственного управления»,«История государственного управления»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,2,[],0.5078004809560508,0.6154403745599906,0.7736978158573324
РПД_000083837.docx,К.М.01.03 «Элективные дисциплины (модули) по физической культуре и спорту»,«Элективные дисциплины (модули) по физической культуре и спорту»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,"3, 4, 2, 5, 6, 1",[],0.17727091949322996,0.6008587148458018,0.48281658177500997
РПД_000106591.docx,Б1.В.09.ДВ.05.0 «География человека»,«География человека»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,3,[],0.3246737330131761,0.3859989366404014,0.4061949587936304
РПД_000106208.docx,ФТД.ДВ.01.02 «Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Государственная и муниципальная служба»,бакалавр,очная,2023,1,[],0.47657780154595725,0.4210264161944591,0.48515202270317437
РПД_000087985.docx,Б1.В.14 «Статистические методы в государственном и муниципальном управлении»,«Статистические методы в государственном и муниципальном управлении»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,4,[],0.3993584194639883,0.48891067944983835,0.3247680318263779
РПД_000076884.docx,Б1.В.ДВ.08.01 «Исследование операций»,«Исследование операций»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,8,"['Линейная алгебра', 'Математический анализ', 'Теория вероятностей']",0.5172773016175362,0.5795950407550569,0.4355980588958975
РПД_000110711.docx,Б1.В.15.ДВ.01.0 «Медиапланирование»,«Медиапланирование»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,6,[],0.32470868068758224,0.4834530049888828,0.45284336450782975
РПД_000079305.docx,ФТД.01 «Судебная власть и правосудие»,«Судебная власть и правосудие»,«Внутренняя политика и лидерство»,бакалавр,очная,2023,5,['Информационно-аналитическое сопровождение деятельности органов государственной власти и местного самоуправления'],0.4811292439879223,0.4318096125305142,0.36327158631663425
РПД_000077274.docx,К.М.04.03 «Трудовое право»,«Трудовое право»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,2,[],0.2619862341381817,0.3348223865065598,0.6541836589253026
РПД_000097452.docx,Б1.О.23.04 «Противодействие коррупции и этика государственной и муниципальной службы»,«Противодействие коррупции и этика государственной и муниципальной службы»,«Управление государственными проектами и программами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,6,['Философия'],0.48153592433697734,0.5728566184362178,0.5537953320396602
РПД_000107762.docx,Б1.О.28 «Основы национальной безопасности»,«Основы национальной безопасности»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,2,[],0.3929003204354287,0.4786034267164769,0.35703889862447674
РПД_000087051.docx,Б1.О.17 «Государственная гражданская и муниципальная служба в Российской Федерации»,«Государственная гражданская и муниципальная служба в Российской Федерации»,«Цифровое государство»,бакалавр,очная,2023,3,['Введение в профессиональную деятельность'],0.3937896442994829,0.5398824623102861,0.533260400143704
РПД_000107141.docx,Б1.О.27 «Основы российской государственности»,«Основы российской государственности»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,1,[],0.6795841527007371,0.8627310053787886,0.3718675234351397
РПД_000107054.docx,Б1.В.09.ДВ.02.0 «Управление рисками»,«Управление рисками»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,6,[],0.3014631351925109,0.5178799193554428,0.49559179282308397
РПД_000082048.docx,Б1.О.16 «Принятие и исполнение управленческих решений»,«Принятие и исполнение управленческих решений»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,3,[],0.4305027938414103,0.48783587246518056,0.4134933834980374
РПД_000076381.docx,Б1.В.ДВ.09.02 «Критерии оценки эффективности деятельности государственных и муниципальных служащих»,«Критерии оценки эффективности деятельности государственных и муниципальных служащих»,«Эффективное государственное управление»,бакалавр,очная,2022,5,[],0.3200119369774922,0.42193987914731934,0.47689995034307214
РПД_000110691.docx,Б1.В.05.ДВ.01.0 «Управление проектами в условиях изменений»,«Управление проектами в условиях изменений»,«Управление государственными проектами и программами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,7,[],0.43100335497257386,0.6850844028218003,0.3883836880995156
РПД_000077315.docx,К.М.11.01 «Управление проектами и программами»,«Управление проектами и программами»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,7,[],0.46432907931054046,0.5777105307718922,0.45617275257692347
РПД_000109834.docx,ФТД.01 «Судебная власть и правосудие»,«Судебная власть и правосудие»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,5,[],0.3200119369774922,0.30093324064826116,0.36327158631663425
РПД_000077073.docx,ФТД.ДВ.01.02 «Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,1,[],0.5377657512166563,0.4210264161944591,0.48515202270317437
РПД_000093010.docx,Б1.О.22 «Теория государства и права»,«Теория государства и права»,«Эффективное государственное управление»,бакалавр,очная,2023,1,[],0.42826871362445046,0.649858434679794,0.6100998578200065
РПД_000107787.docx,Б1.В.19.ДВ.05.0 «Электронный документооборот в кадровой работе государственного органа»,«Электронный документооборот в кадровой работе государственного органа»,«Государственная и муниципальная служба»,бакалавр,очная,2023,5,[],0.2940742575460292,0.6806043015185455,0.5512001870145188
РПД_000057557.docx,К.М.11.02 «Оценка эффективности инвестиционных проектов и государственных программ»,«Оценка эффективности инвестиционных проектов и государственных программ»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,7,[],0.38799041606862145,0.525740154645245,0.47574569126896527
РПД_000077243.docx,Б1.В.02 «Конституционное право»,«Конституционное право»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,4,[],0.2619862341381817,0.3348223865065598,0.59700220044095
РПД_000107127.docx,Б1.О.13 «Теория управления»,«Теория управления»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,1,[],0.42251142696303245,0.6158077792853587,0.5202234172971738
РПД_000057572.docx,К.М.11.ДВ.03.01 «Управление проектами развития образования»,«Управление проектами развития образования»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,7,[],0.2686975918700535,0.3498629947684792,0.6342047272805923
РПД_000076648.docx,Б1.О.18 «Управление человеческими ресурсами»,«Управление человеческими ресурсами»,«Эффективное государственное управление»,бакалавр,очная,2022,6,[],0.535839776196318,0.5523198307340813,0.49702479130863997
РПД_000109130.docx,Б1.В.ДВ.11.01 «Управление территориальным развитием и урбанистика»,«Управление территориальным развитием и урбанистика»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,7,[],0.4305226744680756,0.36544890026953897,0.5133247925540586
РПД_000082450.docx,Б1.О.23 «Муниципальное право»,«Муниципальное право»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,4,[],0.37857577713634954,0.3188451752719148,0.43981403889302384
РПД_000086441.docx,Б1.О.17 «Государственная гражданская и муниципальная служба в Российской Федерации»,«Государственная гражданская и муниципальная служба в Российской Федерации»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2023,4,[],0.40916693126914067,0.4485159883836228,0.5287715890380967
РПД_000106320.docx,Б1.О.20 «Деловые коммуникации»,«Деловые коммуникации»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,3,[],0.5281840835124215,0.49325821918070856,0.6266093089139251
РПД_000076316.docx,Б1.В.13 «Гражданское право»,«Гражданское право»,«Эффективное государственное управление»,бакалавр,очная,2022,7,[],0.39448979831646047,0.42883114335319883,0.5188620152376741
РПД_000095395.docx,Б1.В.06 «Основы моделирования социально-экономических процессов»,«Основы моделирования социально-экономических процессов»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,5,['Статистика'],0.5673211484876693,0.5843183699157706,0.4860447657550485
РПД_000057241.docx,К.М.01.02 «Философия»,«Философия»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,1,[],0.5337954323575842,0.5315032127469397,0.6058302731271774
РПД_000090276.docx,Б1.О.05 «Социология»,«Социология»,«Внутренняя политика и лидерство»,бакалавр,очная,2023,3,"['Высшая математика', 'Информационные технологии в управлении']",0.34572996317786303,0.36530837396913385,0.5335812833506484
РПД_000084113.docx,Б1.О.18 «Управление человеческими ресурсами»,«Управление человеческими ресурсами»,«Цифровое государство»,бакалавр,очная,2023,7,"['Теория управления', 'Прогнозирование и планирование']",0.535839776196318,0.6420513550479366,0.49764041168569256
РПД_000096791.docx,Б1.О.11 «Финансовое планирование и бюджетирование в организации»,«Финансовое планирование и бюджетирование в организации»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,5,[],0.4421954458805848,0.5596523409880617,0.5692804385847023
РПД_000084171.docx,Б1.В.15 «Региональное управление и территориальное планирование»,«Региональное управление и территориальное планирование»,«Государственная и муниципальная служба»,бакалавр,очная,2022,6,[],0.5291687236124469,0.37540529712883125,0.5194772161705804
РПД_000076108.docx,Б1.О.12 «Введение в профессиональную деятельность»,«Введение в профессиональную деятельность»,«Цифровое государство»,бакалавр,очная,2023,1,[],0.4864216514013398,0.6018041920584586,0.6740736121482802
РПД_000079740.docx,ФТД.10 «Китайский язык в повседневной и деловой коммуникации»,«Китайский язык в повседневной и деловой коммуникации»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2022,"1, 2",[],0.41363329541341676,0.4201728952004068,0.596972242599622
РПД_000083907.docx,Б1.В.ДВ.13.02 «Цифровое общество и управление цифровой репутацией»,«Цифровое общество и управление цифровой репутацией»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,1,[],0.4071923115864891,0.7537005026738393,0.875380208287342
РПД_000076915.docx,Б1.О.01.03 «История государственного управления»,«История государственного управления»,«Эффективное государственное управление»,бакалавр,очная,2022,3,[],0.5078004809560508,0.6154403745599906,0.7736978158573324
РПД_000085805.docx,ФТД.07 «Современный менеджмент»,«Современный менеджмент»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,1,[],0.3446657611217678,0.33203942267376296,0.5210261907221945
РПД_000089380.docx,Б1.В.ДВ.03.01 «Демографическая политика»,«Демографическая политика»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,3,[],0.3125610547245549,0.3296416528290301,0.46522778325680836
РПД_000106577.docx,Б1.В.05 «Государственное регулирование экономики»,«Государственное регулирование экономики»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,3,[],0.49643539512698676,0.6082675114829184,0.6317740934128145
РПД_000076879.docx,Б1.В.ДВ.12.02 «Кросс-культурный менеджмент: межправительственные отношения»,«Кросс-культурный менеджмент: межправительственные отношения»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,8,[],0.2683041402852849,0.5207385046151796,0.5059767366669057
РПД_000093071.docx,Б1.В.17.ДВ.01.0 «Электронное правительство»,«Электронное правительство»,«Эффективное государственное управление»,бакалавр,очная,2023,8,[],0.38861394398307814,0.4287579557384461,0.607914819616777
РПД_000108202.docx,Б1.В.17 «Международные отношения и международное право»,«Международные отношения и международное право»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,5,[],0.5173158984344369,0.6169108060610174,0.39293471379618095
РПД_000076437.docx,Б1.В.ДВ.10.02 «Основы государственно-религиозных отношений»,«Основы государственно-религиозных отношений»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,2,[],0.32512192388006705,0.35226033413915,0.7023738042542558
РПД_000082702.docx,Б1.В.ДВ.09.02 «Социология управления»,«Социология управления»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,6,[],0.5727043022484967,0.5445233965214105,0.30125559218466874
РПД_000106582.docx,Б1.В.06 «Управление государственными и муниципальными финансами»,«Управление государственными и муниципальными финансами»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,6,[],0.37003606185626237,0.44892221308365354,0.5445452486043653
РПД_000072076.docx,К.М.09.ДВ.01.02 «Информационно-аналитическая поддержка управленческих решений»,«Информационно-аналитическая поддержка управленческих решений»,«Государственное управление устойчивым развитием»,бакалавр,очная,2021,6,[],0.415924939551422,0.557471439833366,0.21254040626700993
РПД_000083322.docx,Б1.В.10 «Контрольно-надзорная деятельность органов государственной власти»,«Контрольно-надзорная деятельность органов государственной власти»,«Государственная и муниципальная служба»,бакалавр,очная,2022,7,[],0.3993584194639883,0.4326863765754308,0.5747515385949061
РПД_000107143.docx,Б1.В.03 «Экономика государственного и муниципального сектора»,«Экономика государственного и муниципального сектора»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,4,[],0.38915341079781157,0.4561513649898366,0.5387382164064101
РПД_000094035.docx,Б1.В.06 «Основы моделирования социально-экономических процессов»,«Основы моделирования социально-экономических процессов»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,5,"['Моделирование деловых и административных процессов', 'Статистика']",0.5748619755605077,0.5843183699157706,0.4860447657550485
